planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Beginner Stamina Plan #461,Beginner,Stamina,Gym,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #462,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Pro Power Plan #463,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #464,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #465,Intermediate,Endurance,Gym,20,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #466,Intermediate,Stamina,None,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #467,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #468,Intermediate,Endurance,Gym,40,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #469,Beginner,Power,Kettlebell,35,Power,Default Exercises;Go Here
Beginner Power Plan #470,Beginner,Power,Gym,20,Power,Default Exercises;Go Here
Intermediate Endurance Plan #471,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #472,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #473,Pro,Endurance,Kettlebell,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #474,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #475,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Stamina Plan #476,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #477,Pro,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Stamina Plan #478,Intermediate,Stamina,Gym,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #479,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Endurance Plan #480,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming
Pro Power Plan #481,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #482,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #483,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Power Plan #484,Beginner,Power,Gym,15,Power,Default Exercises;Go Here
Pro Stamina Plan #485,Pro,Stamina,Kettlebell,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #486,Intermediate,Endurance,Kettlebell,25,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #487,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Pro Fat Loss Plan #488,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #489,Pro,Stamina,Gym,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #490,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Fat Loss Plan #491,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Endurance Plan #492,Intermediate,Endurance,None,40,Endurance,Interval Running;Cycling;Swimming
Pro Fat Loss Plan #493,Pro,Fat Loss,Gym,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #494,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Stamina Plan #495,Intermediate,Stamina,None,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #496,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Power Plan #497,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #498,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #499,Pro,Endurance,Gym,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #500,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #501,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #502,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #503,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Stamina Plan #504,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Endurance Plan #505,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Endurance Plan #506,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #507,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #508,Beginner,Power,None,40,Power,Default Exercises;Go Here
Pro Endurance Plan #509,Pro,Endurance,Kettlebell,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #510,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #511,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #512,Beginner,Power,None,25,Power,Default Exercises;Go Here
Intermediate Endurance Plan #513,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #514,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #515,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Fat Loss Plan #516,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Stamina Plan #517,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Fat Loss Plan #518,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #519,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Fat Loss Plan #520,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #521,Pro,Power,Gym,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #522,Intermediate,Endurance,Gym,30,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #523,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Pro Endurance Plan #524,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Fat Loss Plan #525,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #526,Intermediate,Power,Gym,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #527,Intermediate,Fat Loss,None,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #528,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #529,Pro,Fat Loss,None,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Endurance Plan #530,Intermediate,Endurance,None,35,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #531,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #532,Pro,Fat Loss,Kettlebell,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #533,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Stamina Plan #534,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #535,Intermediate,Endurance,Kettlebell,40,Endurance,Interval Running;Cycling;Swimming
Intermediate Fat Loss Plan #536,Intermediate,Fat Loss,None,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #537,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #538,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #539,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #540,Beginner,Endurance,None,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Endurance Plan #541,Beginner,Endurance,None,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #542,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #543,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #544,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Fat Loss Plan #545,Beginner,Fat Loss,None,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #546,Beginner,Stamina,None,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #547,Beginner,Stamina,Kettlebell,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #548,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Stamina Plan #549,Intermediate,Stamina,None,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #550,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Pro Fat Loss Plan #551,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #552,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Power Plan #553,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Fat Loss Plan #554,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Stamina Plan #555,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #556,Pro,Power,None,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Fat Loss Plan #557,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #558,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #559,Intermediate,Endurance,Kettlebell,30,Endurance,Interval Running;Cycling;Swimming
Beginner Endurance Plan #560,Beginner,Endurance,None,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #561,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Pro Stamina Plan #562,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #563,Beginner,Endurance,Kettlebell,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #564,Beginner,Fat Loss,Kettlebell,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Fat Loss Plan #565,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Endurance Plan #566,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #567,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #568,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Endurance Plan #569,Intermediate,Endurance,Kettlebell,40,Endurance,Interval Running;Cycling;Swimming
Pro Fat Loss Plan #570,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Endurance Plan #571,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #572,Intermediate,Stamina,None,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #573,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #574,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #575,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Power Plan #576,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #577,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #578,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #579,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Endurance Plan #580,Intermediate,Endurance,Kettlebell,40,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #581,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #582,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Stamina Plan #583,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Endurance Plan #584,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Endurance Plan #585,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #586,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #587,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #588,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Stamina Plan #589,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Fat Loss Plan #590,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #591,Beginner,Power,Kettlebell,40,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #592,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #593,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #594,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #595,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #596,Beginner,Endurance,None,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #597,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #598,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #599,Beginner,Stamina,Gym,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Endurance Plan #600,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #601,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #602,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #603,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #604,Beginner,Endurance,None,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Power Plan #605,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #606,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Fat Loss Plan #607,Pro,Fat Loss,Kettlebell,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #608,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Power Plan #609,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Intermediate Stamina Plan #610,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #611,Intermediate,Endurance,Kettlebell,30,Endurance,Interval Running;Cycling;Swimming
Intermediate Endurance Plan #612,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #613,Intermediate,Power,Gym,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #614,Intermediate,Fat Loss,None,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #615,Beginner,Power,Gym,15,Power,Default Exercises;Go Here
Intermediate Endurance Plan #616,Intermediate,Endurance,None,40,Endurance,Interval Running;Cycling;Swimming
Intermediate Endurance Plan #617,Intermediate,Endurance,Kettlebell,30,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #618,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #619,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #620,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #621,Pro,Fat Loss,Gym,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #622,Pro,Power,Kettlebell,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Endurance Plan #623,Intermediate,Endurance,Gym,20,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #624,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Fat Loss Plan #625,Beginner,Fat Loss,None,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Stamina Plan #626,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #627,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Power Plan #628,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #629,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Fat Loss Plan #630,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #631,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #632,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #633,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #634,Intermediate,Fat Loss,Gym,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #635,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Power Plan #636,Intermediate,Power,Gym,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #637,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #638,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #639,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming
Beginner Endurance Plan #640,Beginner,Endurance,Kettlebell,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #641,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #642,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #643,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #644,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #645,Intermediate,Fat Loss,None,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #646,Beginner,Endurance,Gym,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #647,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #648,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Stamina Plan #649,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #650,Intermediate,Stamina,Gym,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #651,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Stamina Plan #652,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Fat Loss Plan #653,Intermediate,Fat Loss,Gym,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Stamina Plan #654,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #655,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Endurance Plan #656,Pro,Endurance,Gym,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #657,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #658,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Stamina Plan #659,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #660,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #661,Pro,Fat Loss,Gym,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #662,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #663,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming
Beginner Endurance Plan #664,Beginner,Endurance,Kettlebell,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #665,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #666,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Fat Loss Plan #667,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #668,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #669,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Power Plan #670,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #671,Pro,Fat Loss,Kettlebell,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Stamina Plan #672,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Power Plan #673,Beginner,Power,Kettlebell,15,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #674,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #675,Beginner,Endurance,Kettlebell,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Stamina Plan #676,Pro,Stamina,None,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Power Plan #677,Intermediate,Power,Kettlebell,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Power Plan #678,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #679,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Stamina Plan #680,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #681,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #682,Pro,Stamina,Kettlebell,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Fat Loss Plan #683,Pro,Fat Loss,Kettlebell,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #684,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #685,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #686,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #687,Intermediate,Power,Gym,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #688,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #689,Intermediate,Fat Loss,Gym,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
