planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Beginner Fat Loss Plan #358,Beginner,Fat Loss,Kettlebell,35,Fat Loss,Jumping Jacks;Leg Swings;Battle Ropes;Kettlebell Swings;Power Snatches
Beginner Fat Loss Plan #359,Beginner,Fat Loss,Kettlebell,30,Fat Loss,Assault Bike Sprints;Rowing Sprints;Sprint Intervals;Mountain Climbers;Sprint Burpees
Pro Endurance Plan #360,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Endurance Plan #361,Intermediate,Endurance,Gym,40,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Endurance Plan #362,Intermediate,Endurance,Gym,25,Endurance,Arm Circles;Stair Climber;Rowing Machine;Cycling Sprints;Jump Rope;Rowing Intervals
Intermediate Endurance Plan #363,Intermediate,Endurance,Gym,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #364,Pro,Power,Gym,30,Power,Plyometric Push-ups;Explosive Lunges;Wall Ball Throws;Thruster Jumps;Burpees
Intermediate Stamina Plan #365,Intermediate,Stamina,Kettlebell,20,Stamina,Swimming Intervals;Circuit Training;HIIT Circuit;EMOM Workouts;Fartlek Training;Leg Swings
Pro Power Plan #366,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Stamina Plan #367,Intermediate,Stamina,None,35,Stamina,AMRAP Workouts;Fartlek Training;Cycling Intervals;Assault Bike;Swimming Intervals
Beginner Fat Loss Plan #368,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Sprint Burpees;Leg Swings;Rowing Sprints
Pro Stamina Plan #369,Pro,Stamina,None,35,Stamina,Stair Running;Assault Bike;AMRAP Workouts;Arm Circles;Jumping Jacks
Beginner Fat Loss Plan #370,Beginner,Fat Loss,None,30,Fat Loss,Kettlebell Swings;Jumping Jacks;Leg Swings;Jumping Jacks;Jump Rope Intervals
Intermediate Stamina Plan #371,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Power Plan #372,Intermediate,Power,Kettlebell,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #373,Beginner,Fat Loss,Kettlebell,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Stamina Plan #374,Beginner,Stamina,None,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Fat Loss Plan #375,Pro,Fat Loss,None,40,Fat Loss,Leg Swings;Battle Ropes;Assault Bike Sprints;Jumping Jacks;Rowing Sprints
Intermediate Power Plan #376,Intermediate,Power,Gym,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Power Plan #377,Pro,Power,None,35,Power,Power Cleans;Tuck Jumps;Heavy Kettlebell Swings;Burpees;Arm Circles
Beginner Fat Loss Plan #378,Beginner,Fat Loss,Gym,25,Fat Loss,Assault Bike Sprints;Battle Ropes;Burpees;Jumping Jacks
Pro Fat Loss Plan #379,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Stamina Plan #380,Intermediate,Stamina,None,40,Stamina,Assault Bike;Arm Circles;Jumping Jacks;Rowing Intervals;EMOM Workouts
Intermediate Power Plan #381,Intermediate,Power,Kettlebell,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Power Plan #382,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Power Plan #383,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Power Plan #384,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Power Plan #385,Beginner,Power,Kettlebell,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Power Plan #386,Intermediate,Power,Gym,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Stamina Plan #387,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Endurance Plan #388,Beginner,Endurance,Gym,15,Endurance,Leg Swings;Jumping Jacks;Jogging;Long Distance Running;Treadmill Running
Intermediate Stamina Plan #389,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Stamina Plan #390,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Stamina Plan #391,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Endurance Plan #392,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #393,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Endurance Plan #394,Beginner,Endurance,Kettlebell,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Endurance Plan #395,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Endurance Plan #396,Intermediate,Endurance,Gym,25,Endurance,Long Distance Running;Elliptical Trainer;Cycling;Stair Climber;Cross Trainer;Walking
Pro Stamina Plan #397,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Power Plan #398,Beginner,Power,None,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Power Plan #399,Pro,Power,Kettlebell,40,Power,Arm Circles;Advanced Box Jumps;Medicine Ball Slams;Broad Jumps;Jumping Jacks;Power Cleans
Beginner Endurance Plan #400,Beginner,Endurance,Kettlebell,30,Endurance,Long Distance Running;Steady State Running;Walking;Rowing Intervals;Bike Riding
Beginner Fat Loss Plan #401,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Stamina Plan #402,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #403,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #404,Pro,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Endurance Plan #405,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Endurance Plan #406,Beginner,Endurance,Kettlebell,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Endurance Plan #407,Intermediate,Endurance,None,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #408,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Fat Loss Plan #409,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #410,Pro,Fat Loss,Kettlebell,25,Fat Loss,Mountain Climbers;Sprint Intervals;Assault Bike Sprints;Arm Circles;Jumping Jacks
Intermediate Stamina Plan #411,Intermediate,Stamina,Kettlebell,40,Stamina,CrossFit WOD;Stair Running;EMOM Workouts;Tabata Intervals;Rowing Intervals;Fartlek Training
Beginner Power Plan #412,Beginner,Power,Gym,35,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Stamina Plan #413,Beginner,Stamina,None,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #414,Beginner,Stamina,Kettlebell,20,Stamina,Leg Swings;Swimming Intervals;Interval Running;Rowing Intervals;Jumping Jacks
Pro Endurance Plan #415,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Power Plan #416,Beginner,Power,Kettlebell,15,Power,Jump Squats;Plyometric Push-ups;Wall Ball Throws;Plyometric Lunges
Intermediate Fat Loss Plan #417,Intermediate,Fat Loss,Gym,20,Fat Loss,Jump Rope Intervals;Kettlebell Swings;Jumping Jacks;Jumping Jacks;Battle Ropes
Intermediate Endurance Plan #418,Intermediate,Endurance,Kettlebell,30,Endurance,Cross Trainer;Swimming Laps;Pool Swimming;Stair Climber;Steady State Running
Pro Stamina Plan #419,Pro,Stamina,Gym,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Stamina Plan #420,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Fat Loss Plan #421,Intermediate,Fat Loss,None,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Power Plan #422,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Power Plan #423,Beginner,Power,Gym,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Fat Loss Plan #424,Beginner,Fat Loss,Kettlebell,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #425,Pro,Fat Loss,Kettlebell,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Power Plan #426,Beginner,Power,None,40,Power,Power Cleans;Jumping Burpees;Tuck Jumps;Clapping Push-ups;Explosive Lunges
Pro Power Plan #427,Pro,Power,None,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #428,Intermediate,Fat Loss,Kettlebell,35,Fat Loss,Battle Ropes;Burpees;Weighted Burpees;Sprint Burpees;Intense Battle Ropes
Intermediate Stamina Plan #429,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #430,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Power Plan #431,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Stamina Plan #432,Pro,Stamina,None,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Power Plan #433,Beginner,Power,Kettlebell,30,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Stamina Plan #434,Pro,Stamina,Kettlebell,15,Stamina,Rowing Intervals;Assault Bike;Fartlek Training;Cycling Intervals;Tabata Intervals;Full Body Circuit
Beginner Power Plan #435,Beginner,Power,Kettlebell,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Stamina Plan #436,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Endurance Plan #437,Beginner,Endurance,None,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Power Plan #438,Beginner,Power,None,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Endurance Plan #439,Pro,Endurance,Kettlebell,15,Endurance,Outdoor Running;Bike Riding;Jumping Jacks;Stair Climber;Leg Swings
Pro Endurance Plan #440,Pro,Endurance,Gym,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Power Plan #441,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #442,Beginner,Fat Loss,Kettlebell,40,Fat Loss,Sprint Burpees;Assault Bike Sprints;Kettlebell Swings;Burpees;HIIT Sprints
Beginner Fat Loss Plan #443,Beginner,Fat Loss,Kettlebell,40,Fat Loss,Power Snatches;Sprint Intervals;Sprint Burpees;Burpees;Arm Circles
Pro Fat Loss Plan #444,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Endurance Plan #445,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Endurance Plan #446,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #447,Intermediate,Stamina,Gym,25,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Endurance Plan #448,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Fat Loss Plan #449,Intermediate,Fat Loss,None,35,Fat Loss,Sprint Burpees;Rowing Sprints;Jumping Jacks;Battle Ropes;Weighted Burpees
Intermediate Power Plan #450,Intermediate,Power,None,35,Power,Single Leg Hops;Clapping Push-ups;Thruster Jumps;Broad Jumps;Jumping Burpees
Pro Stamina Plan #451,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Endurance Plan #452,Intermediate,Endurance,Gym,40,Endurance,Steady State Running;Jumping Jacks;Leg Swings;Long Distance Running;Swimming
Pro Endurance Plan #453,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Power Plan #454,Beginner,Power,Gym,40,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Fat Loss Plan #455,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Endurance Plan #456,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Power Plan #457,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Fat Loss Plan #458,Intermediate,Fat Loss,None,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Endurance Plan #459,Beginner,Endurance,None,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Endurance Plan #460,Beginner,Endurance,Kettlebell,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #461,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Power Plan #462,Intermediate,Power,Gym,15,Power,Box Jumps;Tuck Jumps;Single Leg Hops;Leg Swings;Power Cleans;Explosive Lunges
Pro Power Plan #463,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Fat Loss Plan #464,Beginner,Fat Loss,Kettlebell,15,Fat Loss,Arm Circles;Jumping Jacks;Jumping Jacks;Jump Rope Intervals
Pro Power Plan #465,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Endurance Plan #466,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Stamina Plan #467,Beginner,Stamina,Kettlebell,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Endurance Plan #468,Intermediate,Endurance,None,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Fat Loss Plan #469,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Endurance Plan #470,Beginner,Endurance,Kettlebell,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Fat Loss Plan #471,Intermediate,Fat Loss,Kettlebell,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Stamina Plan #472,Pro,Stamina,Kettlebell,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Fat Loss Plan #473,Beginner,Fat Loss,Kettlebell,35,Fat Loss,HIIT Sprints;Sprint Intervals;Battle Ropes;Kettlebell Swings
Pro Fat Loss Plan #474,Pro,Fat Loss,None,25,Fat Loss,Arm Circles;Battle Ropes;Kettlebell Swings;Leg Swings;Sprint Burpees
Beginner Stamina Plan #475,Beginner,Stamina,Kettlebell,30,Stamina,Jumping Jacks;CrossFit WOD;HIIT Circuit;Swimming Intervals
Beginner Fat Loss Plan #476,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Stamina Plan #477,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Endurance Plan #478,Pro,Endurance,Gym,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Stamina Plan #479,Pro,Stamina,Kettlebell,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Stamina Plan #480,Beginner,Stamina,Gym,40,Stamina,Cycling Intervals;Rowing Intervals;Assault Bike;Jumping Jacks
Intermediate Endurance Plan #481,Intermediate,Endurance,None,30,Endurance,Jump Rope;Long Distance Running;Elliptical Trainer;Jogging;Cycling Sprints;Torso Twists
Intermediate Endurance Plan #482,Intermediate,Endurance,None,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Endurance Plan #483,Beginner,Endurance,None,25,Endurance,Rowing Machine;Bike Riding;Elliptical Trainer;Brisk Walking;Cycling Sprints
Intermediate Power Plan #484,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Endurance Plan #485,Beginner,Endurance,Gym,25,Endurance,Treadmill Running;Leg Swings;Jumping Jacks;Outdoor Running;Swimming
Intermediate Fat Loss Plan #486,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Power Plan #487,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Endurance Plan #488,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #489,Intermediate,Stamina,Gym,20,Stamina,Full Body Circuit;Fartlek Training;Shuttle Runs;Assault Bike;Stair Running
Beginner Fat Loss Plan #490,Beginner,Fat Loss,None,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Power Plan #491,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Fat Loss Plan #492,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Fat Loss Plan #493,Beginner,Fat Loss,None,15,Fat Loss,Mountain Climbers;Jumping Jacks;Battle Ropes;Power Snatches;Burpees
Pro Endurance Plan #494,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Stamina Plan #495,Beginner,Stamina,Kettlebell,20,Stamina,EMOM Workouts;Fartlek Training;Jumping Jacks;Full Body Circuit
Pro Stamina Plan #496,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Power Plan #497,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Endurance Plan #498,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Fat Loss Plan #499,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Power Plan #500,Intermediate,Power,None,35,Power,Arm Circles;Single Leg Hops;Jumping Burpees;Kettlebell Swings;Explosive Lunges
Pro Power Plan #501,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #502,Pro,Fat Loss,None,15,Fat Loss,Kettlebell Swings;Power Snatches;Intense Battle Ropes;High Knees;Jumping Jacks;HIIT Sprints
Pro Stamina Plan #503,Pro,Stamina,Kettlebell,35,Stamina,HIIT Circuit;Rowing Intervals;Tabata Intervals;AMRAP Workouts;Cycling Intervals;Arm Circles
Pro Endurance Plan #504,Pro,Endurance,Kettlebell,20,Endurance,Steady State Running;Treadmill Running;Stair Climber;Torso Twists;Swimming Laps;Rowing Intervals
Pro Endurance Plan #505,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Endurance Plan #506,Beginner,Endurance,None,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Endurance Plan #507,Beginner,Endurance,Gym,20,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Endurance Plan #508,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Power Plan #509,Pro,Power,Kettlebell,20,Power,Arm Circles;Advanced Box Jumps;Thruster Jumps;Box Jumps;Broad Jumps
Intermediate Endurance Plan #510,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Endurance Plan #511,Beginner,Endurance,Gym,30,Endurance,Steady State Running;Neck Rolls;Treadmill Running;Swimming;Elliptical Trainer
Beginner Power Plan #512,Beginner,Power,Kettlebell,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Endurance Plan #513,Beginner,Endurance,Kettlebell,35,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Fat Loss Plan #514,Pro,Fat Loss,Gym,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Endurance Plan #515,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Fat Loss Plan #516,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Fat Loss Plan #517,Beginner,Fat Loss,Gym,35,Fat Loss,Assault Bike Sprints;Mountain Climbers;Sprint Intervals;Power Snatches
Intermediate Fat Loss Plan #518,Intermediate,Fat Loss,Gym,30,Fat Loss,Rowing Sprints;Jump Rope Intervals;HIIT Sprints;Weighted Burpees;Sprint Intervals;Battle Ropes
Pro Fat Loss Plan #519,Pro,Fat Loss,None,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Stamina Plan #520,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #521,Beginner,Stamina,Gym,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Fat Loss Plan #522,Pro,Fat Loss,Gym,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Intermediate Stamina Plan #523,Intermediate,Stamina,Gym,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #524,Intermediate,Stamina,None,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Fat Loss Plan #525,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Power Plan #526,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Power Plan #527,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #528,Beginner,Fat Loss,Kettlebell,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Endurance Plan #529,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Fat Loss Plan #530,Intermediate,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Arm Circles;Jumping Jacks;Burpees;Power Snatches;Battle Ropes
Beginner Stamina Plan #531,Beginner,Stamina,None,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Fat Loss Plan #532,Beginner,Fat Loss,None,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Stamina Plan #533,Pro,Stamina,None,30,Stamina,EMOM Workouts;Jumping Jacks;Fartlek Training;Arm Circles;Shuttle Runs
Intermediate Endurance Plan #534,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #535,Pro,Power,Kettlebell,40,Power,Tuck Jumps;Thruster Jumps;Power Cleans;Explosive Lunges;Arm Circles;Broad Jumps
