planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Intermediate Endurance Plan #466,Intermediate,Endurance,None,30,Endurance,Interval Running;Cycling;Swimming
Pro Power Plan #467,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #468,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #469,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #470,Beginner,Fat Loss,Gym,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #471,Pro,Endurance,Gym,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #472,Pro,Stamina,None,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #473,Beginner,Power,None,35,Power,Default Exercises;Go Here
Beginner Power Plan #474,Beginner,Power,None,20,Power,Default Exercises;Go Here
Pro Fat Loss Plan #475,Pro,Fat Loss,Kettlebell,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #476,Intermediate,Power,Gym,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #477,Pro,Fat Loss,None,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Endurance Plan #478,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Endurance Plan #479,Beginner,Endurance,Kettlebell,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Power Plan #480,Beginner,Power,Kettlebell,40,Power,Default Exercises;Go Here
Intermediate Power Plan #481,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #482,Intermediate,Fat Loss,Gym,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Endurance Plan #483,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #484,Pro,Endurance,Kettlebell,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Power Plan #485,Beginner,Power,Kettlebell,25,Power,Default Exercises;Go Here
Intermediate Fat Loss Plan #486,Intermediate,Fat Loss,Gym,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Power Plan #487,Beginner,Power,Kettlebell,20,Power,Default Exercises;Go Here
Intermediate Stamina Plan #488,Intermediate,Stamina,Kettlebell,20,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #489,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #490,Beginner,Power,None,30,Power,Default Exercises;Go Here
Pro Fat Loss Plan #491,Pro,Fat Loss,None,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #492,Pro,Power,Gym,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #493,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Power Plan #494,Beginner,Power,Kettlebell,25,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #495,Beginner,Fat Loss,Gym,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #496,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #497,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #498,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Stamina Plan #499,Pro,Stamina,Gym,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Endurance Plan #500,Beginner,Endurance,Kettlebell,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Endurance Plan #501,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #502,Beginner,Power,None,35,Power,Default Exercises;Go Here
Intermediate Power Plan #503,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Stamina Plan #504,Intermediate,Stamina,Kettlebell,25,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #505,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #506,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Endurance Plan #507,Pro,Endurance,None,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #508,Pro,Stamina,Gym,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #509,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #510,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Stamina Plan #511,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Fat Loss Plan #512,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #513,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Power Plan #514,Beginner,Power,Gym,35,Power,Default Exercises;Go Here
Intermediate Stamina Plan #515,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Endurance Plan #516,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Pro Fat Loss Plan #517,Pro,Fat Loss,Gym,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #518,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Power Plan #519,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #520,Pro,Fat Loss,Kettlebell,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Endurance Plan #521,Intermediate,Endurance,None,40,Endurance,Interval Running;Cycling;Swimming
Intermediate Endurance Plan #522,Intermediate,Endurance,Gym,20,Endurance,Interval Running;Cycling;Swimming
Beginner Fat Loss Plan #523,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #524,Intermediate,Power,None,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #525,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #526,Beginner,Endurance,Gym,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #527,Pro,Endurance,Kettlebell,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #528,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Fat Loss Plan #529,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #530,Intermediate,Power,Kettlebell,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #531,Intermediate,Fat Loss,Kettlebell,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Fat Loss Plan #532,Beginner,Fat Loss,Kettlebell,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #533,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #534,Beginner,Stamina,None,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Power Plan #535,Intermediate,Power,Gym,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Stamina Plan #536,Intermediate,Stamina,None,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Power Plan #537,Beginner,Power,None,35,Power,Default Exercises;Go Here
Pro Stamina Plan #538,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Power Plan #539,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #540,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #541,Pro,Endurance,Kettlebell,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Fat Loss Plan #542,Intermediate,Fat Loss,Gym,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #543,Pro,Fat Loss,Gym,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #544,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #545,Intermediate,Power,Gym,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Endurance Plan #546,Intermediate,Endurance,None,35,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #547,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Stamina Plan #548,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #549,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Stamina Plan #550,Intermediate,Stamina,Gym,35,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #551,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #552,Pro,Stamina,Kettlebell,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #553,Beginner,Stamina,None,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #554,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Intermediate Stamina Plan #555,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Power Plan #556,Beginner,Power,None,30,Power,Default Exercises;Go Here
Intermediate Power Plan #557,Intermediate,Power,Kettlebell,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Fat Loss Plan #558,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Endurance Plan #559,Beginner,Endurance,None,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #560,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Stamina Plan #561,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Fat Loss Plan #562,Intermediate,Fat Loss,Kettlebell,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #563,Pro,Stamina,None,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Power Plan #564,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #565,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #566,Intermediate,Power,Kettlebell,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #567,Intermediate,Power,Gym,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #568,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Power Plan #569,Beginner,Power,None,35,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #570,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Endurance Plan #571,Beginner,Endurance,Gym,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #572,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Endurance Plan #573,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #574,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #575,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Stamina Plan #576,Intermediate,Stamina,None,15,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Endurance Plan #577,Beginner,Endurance,Gym,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Endurance Plan #578,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Endurance Plan #579,Beginner,Endurance,Kettlebell,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Endurance Plan #580,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Fat Loss Plan #581,Pro,Fat Loss,None,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #582,Beginner,Stamina,Gym,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Stamina Plan #583,Beginner,Stamina,Kettlebell,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #584,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #585,Beginner,Power,Gym,20,Power,Default Exercises;Go Here
Intermediate Endurance Plan #586,Intermediate,Endurance,Kettlebell,35,Endurance,Interval Running;Cycling;Swimming
Pro Endurance Plan #587,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Endurance Plan #588,Beginner,Endurance,None,35,Endurance,Jogging;Jumping Jacks;Rowing Machine
Intermediate Fat Loss Plan #589,Intermediate,Fat Loss,Kettlebell,35,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Power Plan #590,Pro,Power,Gym,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #591,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Power Plan #592,Beginner,Power,Gym,30,Power,Default Exercises;Go Here
Beginner Fat Loss Plan #593,Beginner,Fat Loss,Kettlebell,15,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #594,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #595,Pro,Endurance,Kettlebell,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #596,Pro,Stamina,None,20,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Endurance Plan #597,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Endurance Plan #598,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming
Pro Stamina Plan #599,Pro,Stamina,Kettlebell,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Fat Loss Plan #600,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Fat Loss Plan #601,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #602,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Intermediate Power Plan #603,Intermediate,Power,Kettlebell,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Endurance Plan #604,Beginner,Endurance,Kettlebell,20,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Endurance Plan #605,Pro,Endurance,Gym,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #606,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Fat Loss Plan #607,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #608,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #609,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #610,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Power Plan #611,Intermediate,Power,Gym,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #612,Beginner,Fat Loss,None,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Fat Loss Plan #613,Beginner,Fat Loss,Kettlebell,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #614,Beginner,Stamina,None,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Fat Loss Plan #615,Intermediate,Fat Loss,Kettlebell,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Fat Loss Plan #616,Intermediate,Fat Loss,Kettlebell,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #617,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #618,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Beginner Endurance Plan #619,Beginner,Endurance,Gym,25,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #620,Beginner,Fat Loss,Gym,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #621,Beginner,Stamina,Gym,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Power Plan #622,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Endurance Plan #623,Pro,Endurance,Gym,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Power Plan #624,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Stamina Plan #625,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Beginner Fat Loss Plan #626,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #627,Intermediate,Power,None,25,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #628,Beginner,Fat Loss,None,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Beginner Stamina Plan #629,Beginner,Stamina,None,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #630,Intermediate,Endurance,None,40,Endurance,Interval Running;Cycling;Swimming
Beginner Fat Loss Plan #631,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Power Plan #632,Intermediate,Power,Gym,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Power Plan #633,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Stamina Plan #634,Pro,Stamina,Gym,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Beginner Stamina Plan #635,Beginner,Stamina,Kettlebell,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Pro Endurance Plan #636,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #637,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Intermediate Fat Loss Plan #638,Intermediate,Fat Loss,Gym,40,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #639,Beginner,Endurance,Gym,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #640,Pro,Power,Gym,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #641,Beginner,Stamina,None,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Beginner Fat Loss Plan #642,Beginner,Fat Loss,None,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Fat Loss Plan #643,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Beginner Stamina Plan #644,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Endurance Plan #645,Intermediate,Endurance,None,20,Endurance,Interval Running;Cycling;Swimming
Pro Power Plan #646,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #647,Beginner,Endurance,None,40,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #648,Beginner,Fat Loss,None,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Stamina Plan #649,Pro,Stamina,None,35,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Fat Loss Plan #650,Pro,Fat Loss,None,30,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Fat Loss Plan #651,Pro,Fat Loss,Kettlebell,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Stamina Plan #652,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Power Plan #653,Pro,Power,Gym,30,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Pro Power Plan #654,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Endurance Plan #655,Beginner,Endurance,Gym,15,Endurance,Jogging;Jumping Jacks;Rowing Machine
Beginner Fat Loss Plan #656,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Stamina Plan #657,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Stamina Plan #658,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Intermediate Endurance Plan #659,Intermediate,Endurance,Gym,30,Endurance,Interval Running;Cycling;Swimming
Intermediate Power Plan #660,Intermediate,Power,Gym,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #661,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Intermediate Stamina Plan #662,Intermediate,Stamina,None,40,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Power Plan #663,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Power Plan #664,Beginner,Power,Kettlebell,25,Power,Default Exercises;Go Here
Intermediate Endurance Plan #665,Intermediate,Endurance,Gym,30,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #666,Beginner,Power,Gym,40,Power,Default Exercises;Go Here
Intermediate Endurance Plan #667,Intermediate,Endurance,Kettlebell,20,Endurance,Interval Running;Cycling;Swimming
Beginner Power Plan #668,Beginner,Power,None,20,Power,Default Exercises;Go Here
Intermediate Power Plan #669,Intermediate,Power,None,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #670,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Beginner Endurance Plan #671,Beginner,Endurance,None,30,Endurance,Jogging;Jumping Jacks;Rowing Machine
Pro Power Plan #672,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Intermediate Fat Loss Plan #673,Intermediate,Fat Loss,Kettlebell,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Fat Loss Plan #674,Pro,Fat Loss,Gym,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Power Plan #675,Pro,Power,Gym,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
Beginner Stamina Plan #676,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs
Intermediate Power Plan #677,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Intermediate Fat Loss Plan #678,Intermediate,Fat Loss,Gym,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Pro Stamina Plan #679,Pro,Stamina,None,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Endurance Plan #680,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Endurance Plan #681,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #682,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Endurance Plan #683,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Stamina Plan #684,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine
Pro Endurance Plan #685,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Fat Loss Plan #686,Pro,Fat Loss,Gym,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees
Pro Endurance Plan #687,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Endurance Plan #688,Intermediate,Endurance,None,15,Endurance,Interval Running;Cycling;Swimming
Intermediate Endurance Plan #689,Intermediate,Endurance,Gym,25,Endurance,Interval Running;Cycling;Swimming
Intermediate Fat Loss Plan #690,Intermediate,Fat Loss,Gym,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees
Intermediate Power Plan #691,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Beginner Fat Loss Plan #692,Beginner,Fat Loss,Kettlebell,25,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks
Pro Endurance Plan #693,Pro,Endurance,None,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Pro Stamina Plan #694,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps
Pro Endurance Plan #695,Pro,Endurance,Gym,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints
Intermediate Power Plan #696,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams
Pro Power Plan #697,Pro,Power,None,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups
